"DateTime","Temperature","Humidity","WindSpeed","GenDiffFlows","DiffFlows","PCZone1","PCZone2","PCZone3"
"24647","6/21/2017 3:40",20.37,80.8,0.078,0.066,0.145,34178.54305,19796.2578,20588.30769
"24648","6/21/2017 3:50",20.34,80.8,0.074,0.062,0.133,33352.05298,19133.88773,19826.21538
"24649","6/21/2017 4:00",20.34,80.9,0.074,0.037,0.115,32220.39735,18535.13514,19081.84615
"24650","6/21/2017 4:10",20.34,80.9,0.074,0.051,0.137,31559.2053,18041.16424,18762.83077
"24651","6/21/2017 4:20",20.35,80.8,0.075,0.069,0.122,30834.43709,17565.90437,18467.44615
"24652","6/21/2017 4:30",20.32,80.7,0.077,0.048,0.137,29753.64238,17154.26195,17977.10769
"24653","6/21/2017 4:40",20.3,80.9,0.077,0.062,0.119,28418.54305,16185.03119,17132.30769
"24654","6/21/2017 4:50",20.31,80.8,0.075,0.055,0.156,27503.04636,15492.72349,15791.26154
"24655","6/21/2017 5:00",20.33,80.8,0.076,0.073,0.159,26498.54305,14864.03326,13705.84615
"24656","6/21/2017 5:10",20.37,80.6,0.076,0.069,0.126,25633.90728,14298.9605,12896.49231
"24657","6/21/2017 5:20",20.4,80.2,0.074,0.051,0.122,25061.72185,13995.842,12423.87692
"24658","6/21/2017 5:30",20.44,79.9,0.074,0.069,0.17,24591.25828,13827.44283,12276.18462
"24659","6/21/2017 5:40",20.43,79.7,0.074,0.212,0.23,24464.10596,13625.36383,12134.4
"24660","6/21/2017 5:50",20.41,79.4,0.073,1.174,0.923,24247.94702,13456.96466,11856.73846
"24661","6/21/2017 6:00",20.38,79.4,0.077,3.291,2.746,24489.53642,13258.62786,11909.90769
"24662","6/21/2017 6:10",20.37,79.5,0.075,7.09,6.014,24565.82781,13528.06653,11827.2
"24663","6/21/2017 6:20",20.38,79.6,0.074,16.42,13.42,24591.25828,13677.75468,11939.44615
"24664","6/21/2017 6:30",20.44,79.4,0.076,32.58,27,24718.4106,13595.4262,11933.53846
"24665","6/21/2017 6:40",20.45,78.9,0.078,59.29,50.93,24794.70199,13471.93347,11980.8
"24666","6/21/2017 6:50",20.43,78.3,0.074,91.6,80,24845.56291,13655.30146,12063.50769
"24667","6/21/2017 7:00",20.52,78,0.076,117.9,103.4,25227.01987,13801.2474,12223.01538
"24668","6/21/2017 7:10",20.65,77.9,0.074,152.4,133.9,25188.87417,13823.70062,12518.4
"24669","6/21/2017 7:20",20.74,77.5,0.073,169.7,147.2,25557.61589,14164.24116,12719.26154
"24670","6/21/2017 7:30",20.73,77.2,0.075,123.5,104.6,25544.90066,14456.13306,12731.07692
"24671","6/21/2017 7:40",20.52,77.8,0.074,92,75.8,25710.19868,14538.46154,12341.16923
"24672","6/21/2017 7:50",20.46,78.5,0.074,122.2,102.2,25862.78146,14777.96258,12370.70769
"24673","6/21/2017 8:00",20.52,78.6,0.073,301.8,277.1,26549.40397,15122.24532,12630.64615
"24674","6/21/2017 8:10",20.8,78.1,0.072,340.4,315.7,27007.15232,15320.58212,12760.61538
"24675","6/21/2017 8:20",21.07,77,0.078,377.9,355.8,27757.35099,15552.59875,12914.21538
"24676","6/21/2017 8:30",21.2,75.2,0.078,413.4,393.4,27846.35762,16024.11642,12991.01538
"24677","6/21/2017 8:40",21.3,73.8,0.077,443.1,423.1,28202.38411,15967.98337,13109.16923
"24678","6/21/2017 8:50",21.62,73.8,0.076,474.6,455.5,28545.69536,16375.88358,13321.84615
"24679","6/21/2017 9:00",21.85,72,0.078,504.7,485.9,29512.05298,16353.43035,13800.36923
"24680","6/21/2017 9:10",22.2,71.1,0.078,532.2,502.2,30236.82119,16780.04158,14054.4
"24681","6/21/2017 9:20",22.66,69.45,0.076,559.9,417.9,30847.15232,17236.59044,14290.70769
"24682","6/21/2017 9:30",23.09,67.24,0.081,589.4,228.1,31215.89404,17921.41372,14497.47692
"24683","6/21/2017 9:40",23.12,65.28,0.077,616.3,104.6,31966.09272,18217.04782,14450.21538
"24684","6/21/2017 9:50",23.38,64.61,0.078,643.9,77.6,32449.27152,18355.50936,14656.98462
"24685","6/21/2017 10:00",23.79,63.41,0.078,668.3,72.9,33034.17219,18673.59667,15040.98462
"24686","6/21/2017 10:10",24.15,61.54,0.079,692.2,71.5,33402.91391,19103.9501,15448.61538
"24687","6/21/2017 10:20",24.61,59.54,0.077,715,70.7,33962.38411,19347.19335,15732.18462
"24688","6/21/2017 10:30",24.93,57.61,0.08,739,70.2,34432.84768,19781.28898,15744
"24689","6/21/2017 10:40",25.38,57.1,0.078,757,71.9,34852.45033,20084.40748,15915.32308
"24690","6/21/2017 10:50",25.68,55.6,0.08,779,71.9,35513.64238,20159.25156,16435.2
"24691","6/21/2017 11:00",26.14,54.67,0.079,793,71.7,36162.11921,20421.20582,16636.06154
"24692","6/21/2017 11:10",26.41,52.8,0.08,812,70.7,36696.15894,20686.90229,16813.29231
"24693","6/21/2017 11:20",26.77,51,0.079,827,70.9,36747.01987,20570.89397,17055.50769
"24694","6/21/2017 11:30",26.9,50.1,0.08,846,70,36797.88079,21053.63825,17262.27692
"24695","6/21/2017 11:40",27.3,49.23,0.082,856,68.41,37026.75497,21244.49064,17474.95385
"24696","6/21/2017 11:50",27.63,47.53,0.083,864,66.87,37395.49669,21158.41996,17764.43077
"24697","6/21/2017 12:00",27.76,46.76,0.081,880,65.6,38018.54305,21397.921,17882.58462
"24698","6/21/2017 12:10",28.42,47.36,0.077,882,67.39,38412.71523,21401.6632,18177.96923
"24699","6/21/2017 12:20",27.44,52.87,0.073,886,68.48,38489.00662,21749.68815,18390.64615
"24700","6/21/2017 12:30",26.86,54.77,0.068,902,65.16,38832.31788,21974.22037,18585.6
"24701","6/21/2017 12:40",26.46,55.94,0.069,906,65.75,38590.72848,21891.89189,18951.87692
"24702","6/21/2017 12:50",26.23,56.74,0.069,903,68.07,38514.43709,21921.82952,19217.72308
"24703","6/21/2017 13:00",26.35,57.3,0.067,904,69.81,38730.59603,22007.90021,19359.50769
"24704","6/21/2017 13:10",26.14,58.17,0.068,907,70.1,38845.03311,22168.81497,19454.03077
"24705","6/21/2017 13:20",25.89,58.71,0.069,904,72,39353.64238,22228.69023,19566.27692
"24706","6/21/2017 13:30",25.97,58.44,0.068,901,72.6,39493.50993,22348.44075,19702.15385
"24707","6/21/2017 13:40",26.04,58.84,0.066,896,74.5,39480.7947,22494.38669,19926.64615
"24708","6/21/2017 13:50",26.26,58.64,0.067,889,76,39620.66225,22498.1289,20133.41538
"24709","6/21/2017 14:00",26.27,58.14,0.071,883,75.6,39531.65563,22262.37006,20032.98462
"24710","6/21/2017 14:10",26.54,57.61,0.068,871,77,39531.65563,22374.63617,20062.52308
"24711","6/21/2017 14:20",26.37,57.17,0.068,865,76.7,39480.7947,22438.25364,20281.10769
"24712","6/21/2017 14:30",26.55,56.5,0.065,854,76.5,38806.88742,23441.16424,20399.26154
"24713","6/21/2017 14:40",26.68,56.2,0.068,842,78.1,38094.83444,23879.00208,20381.53846
"24714","6/21/2017 14:50",26.8,55.9,0.067,828,81.4,38069.40397,23972.55717,20369.72308
"24715","6/21/2017 15:00",27.14,55.14,0.068,820,78.7,38094.83444,23841.58004,20434.70769
"24716","6/21/2017 15:10",27.19,54.3,0.068,808,75.3,37993.11258,23467.35967,20210.21538
"24717","6/21/2017 15:20",27.39,54.04,0.066,787,73.9,37980.39735,23456.13306,20487.87692
"24718","6/21/2017 15:30",27.63,52.8,0.069,765,71.9,38043.97351,23370.06237,20505.6
"24719","6/21/2017 15:40",27.73,52.84,0.069,748,67.55,38132.98013,23396.2578,20304.73846
"24720","6/21/2017 15:50",27.82,53.14,0.071,730,65.08,37929.53642,23343.86694,20281.10769
"24721","6/21/2017 16:00",27.88,52,0.078,711,62.47,37853.24503,23441.16424,20298.83077
"24722","6/21/2017 16:10",28.15,51.6,0.069,693.6,59.34,37904.10596,23119.33472,20535.13846
"24723","6/21/2017 16:20",28.65,50.47,0.073,675.2,55.81,37815.09934,23201.6632,20481.96923
"24724","6/21/2017 16:30",29.84,38.93,0.079,649.9,53.16,37700.66225,23025.77963,20416.98462
"24725","6/21/2017 16:40",30.67,28.09,0.934,627,51.47,37802.38411,22920.99792,20629.66154
"24726","6/21/2017 16:50",30.41,27.42,3.688,603.4,49.18,37687.94702,23055.71726,20765.53846
"24727","6/21/2017 17:00",30.68,25.12,4.924,579.4,46.91,37675.23179,23059.45946,20901.41538
"24728","6/21/2017 17:10",30.72,26.28,4.917,552.5,47.38,37865.96026,23167.98337,20895.50769
"24729","6/21/2017 17:20",30.69,26.28,4.924,524.4,62.71,37878.6755,23033.26403,20877.78462
"24730","6/21/2017 17:30",30.24,26.15,4.915,495.9,148.7,38043.97351,23003.3264,21025.47692
"24731","6/21/2017 17:40",30.15,26.32,4.919,465.8,353.6,38247.41722,23194.17879,21161.35385
"24732","6/21/2017 17:50",29.99,26.12,4.921,436.5,445,38527.15232,23313.92931,21368.12308
"24733","6/21/2017 18:00",29.84,26.25,4.917,404.8,430,38616.15894,23411.22661,21651.69231
"24734","6/21/2017 18:10",29.55,26.22,4.919,372.6,397.4,39035.76159,23392.51559,21781.66154
"24735","6/21/2017 18:20",29.4,25.52,4.915,344.6,369.5,39366.35762,23613.30561,22017.96923
"24736","6/21/2017 18:30",29.07,27.48,4.923,311.9,335.6,39493.50993,24024.94802,22549.66154
"24737","6/21/2017 18:40",28.81,27.55,4.926,279,301.1,40065.69536,24668.60707,23004.55385
"24738","6/21/2017 18:50",28.7,28.72,4.917,248.6,269.5,40739.60265,25312.26611,23500.8
"24739","6/21/2017 19:00",28.4,29.15,4.92,217.2,236.5,41718.6755,26139.29314,24073.84615
"24740","6/21/2017 19:10",28.2,29.15,4.922,185.2,202.4,43193.64238,27101.0395,25485.78462
"24741","6/21/2017 19:20",27.93,31.72,4.922,157.2,172.8,44961.0596,28212.47401,27252.18462
"24742","6/21/2017 19:30",27.62,32.92,4.925,130.2,143.7,45901.98675,28631.60083,29000.86154
"24743","6/21/2017 19:40",27.38,32.92,4.92,106.8,118.4,46830.19868,28219.95842,28912.24615
"24744","6/21/2017 19:50",27,34.89,4.921,84,93.7,45177.21854,27014.96881,28463.26154
"24745","6/21/2017 20:00",26.65,36.99,4.919,63.29,70.9,45113.64238,27250.72765,28752.73846
"24746","6/21/2017 20:10",26.25,37.73,4.917,38.5,41.12,46029.13907,27808.31601,29272.61538
"24747","6/21/2017 20:20",25.83,39.26,4.917,10.57,9.12,46792.05298,28171.30977,29532.55385
"24748","6/21/2017 20:30",25.34,40.66,4.919,6.758,5.699,46931.92053,28306.02911,29609.35385
"24749","6/21/2017 20:40",24.97,42.96,4.918,3.028,2.564,46842.91391,28107.69231,29520.73846
"24750","6/21/2017 20:50",24.59,44.83,4.918,0.936,0.849,46779.33775,28373.38877,29627.07692
"24751","6/21/2017 21:00",24.2,48.27,4.918,0.208,0.156,46461.45695,28062.78586,29337.6
"24752","6/21/2017 21:10",23.84,49.07,4.92,0.124,0.059,45901.98675,27808.31601,29201.72308
"24753","6/21/2017 21:20",23.66,50.93,4.921,0.088,0.082,45380.66225,27430.35343,28835.44615
"24754","6/21/2017 21:30",23.32,53.77,4.913,0.069,0.1,44757.61589,27318.08732,28368.73846
"24755","6/21/2017 21:40",23,55.47,4.92,0.08,0.074,44516.02649,27153.43035,28167.87692
"24756","6/21/2017 21:50",22.73,56.97,4.92,0.091,0.082,44630.46358,26805.40541,28096.98462
"24757","6/21/2017 22:00",22.47,58.71,4.917,0.113,0.078,44516.02649,26599.5842,27789.78462
"24758","6/21/2017 22:10",22.21,60.37,4.924,0.091,0.048,44439.7351,26760.49896,27789.78462
"24759","6/21/2017 22:20",21.99,61.81,4.924,0.099,0.085,45011.92053,26996.2578,27494.4
"24760","6/21/2017 22:30",21.74,63.18,4.917,0.08,0.122,44859.33775,26977.54678,27370.33846
"24761","6/21/2017 22:40",21.5,64.61,4.924,0.091,0.082,45024.63576,26955.09356,27328.98462
"24762","6/21/2017 22:50",21.32,66.28,4.925,0.066,0.111,45075.49669,26809.14761,27447.13846
"24763","6/21/2017 23:00",21.1,66.78,4.914,0.073,0.089,44833.90728,26506.02911,27334.89231
"24764","6/21/2017 23:10",20.93,68.51,4.919,0.077,0.1,44872.05298,26663.20166,27328.98462
"24765","6/21/2017 23:20",20.67,69.81,4.917,0.059,0.152,44872.05298,26408.73181,27193.10769
"24766","6/21/2017 23:30",20.57,69.88,4.919,0.062,0.122,44465.16556,26330.14553,27163.56923
"24767","6/21/2017 23:40",20.46,70,4.921,0.069,0.115,44363.44371,26135.55094,27163.56923
"24768","6/21/2017 23:50",20.27,70.5,4.922,0.084,0.085,43918.4106,25896.0499,27216.73846
"24769","6/22/2017 0:00",20.12,71,4.914,0.044,0.126,43600.5298,25854.88565,27045.41538
"24770","6/22/2017 0:10",19.92,71.8,4.915,0.055,0.167,43549.66887,25738.87734,26885.90769
"24771","6/22/2017 0:20",19.65,72.1,4.914,0.062,0.115,43409.80132,25585.44699,26838.64615
"24772","6/22/2017 0:30",19.6,72.2,4.914,0.051,0.204,42583.31126,25454.46985,26454.64615
"24773","6/22/2017 0:40",19.68,71.7,4.919,0.048,0.133,42329.00662,25248.64865,26265.6
"24774","6/22/2017 0:50",20.05,68.98,4.917,0.059,0.174,41731.39073,25293.55509,25911.13846
"24775","6/22/2017 1:00",20.08,60.17,4.916,0.073,0.111,41133.77483,25132.64033,25763.44615
"24776","6/22/2017 1:10",20.23,61.24,4.918,0.062,0.126,41184.63576,24967.98337,25598.03077
"24777","6/22/2017 1:20",20.5,59.97,4.922,0.077,0.096,41248.21192,25031.60083,25745.72308
"24778","6/22/2017 1:30",20.33,60.31,4.917,0.069,0.078,41375.36424,25229.93763,25964.30769
"24779","6/22/2017 1:40",20.38,59.64,4.92,0.055,0.074,41718.6755,25383.36798,26171.07692
"24780","6/22/2017 1:50",20.32,59.07,4.92,0.088,0.133,42392.58278,25596.6736,26395.56923
"24781","6/22/2017 2:00",20.24,60.04,4.917,0.062,0.13,42850.33113,25892.30769,26608.24615
"24782","6/22/2017 2:10",19.92,65.48,4.916,0.073,0.104,42735.89404,25780.04158,26336.49231
"24783","6/22/2017 2:20",19.31,65.84,4.92,0.069,0.115,42316.29139,25821.20582,26117.90769
"24784","6/22/2017 2:30",19.11,65.01,4.918,0.044,0.137,41464.37086,25428.27443,25414.89231
"24785","6/22/2017 2:40",19.2,65.81,4.924,0.08,0.082,40676.02649,24754.67775,25095.87692
"24786","6/22/2017 2:50",19.23,65.28,4.918,0.088,0.096,40091.12583,24260.70686,24522.83077
"24787","6/22/2017 3:00",19.1,62.71,4.919,0.091,0.096,39073.90728,23703.1185,23997.04615
"24788","6/22/2017 3:10",19.27,57.47,4.917,0.055,0.111,38234.70199,22962.16216,23158.15385
"24789","6/22/2017 3:20",18.99,60.81,4.919,0.091,0.048,36301.98675,21832.01663,22082.95385
"24790","6/22/2017 3:30",18.68,61.34,4.919,0.069,0.074,34343.84106,21113.51351,21291.32308
"24791","6/22/2017 3:40",18.39,59.67,4.919,0.062,0.115,33199.4702,20567.15177,20700.55385
"24792","6/22/2017 3:50",18.58,60.54,4.917,0.059,0.07,31444.76821,19983.36798,19861.66154
"24793","6/22/2017 4:00",18.47,60.81,4.92,0.059,0.107,30758.1457,19616.63202,19465.84615
"24794","6/22/2017 4:10",18.38,62.11,4.919,0.062,0.111,30007.94702,19130.14553,19087.75385
"24795","6/22/2017 4:20",18.21,62.11,4.926,0.059,0.104,29562.91391,18849.48025,18733.29231
"24796","6/22/2017 4:30",17.92,61.37,4.919,0.077,0.067,28876.29139,18258.21206,18077.53846
"24797","6/22/2017 4:40",17.66,61.87,4.919,0.066,0.115,27414.03974,17442.41164,17380.43077
"24798","6/22/2017 4:50",17.63,62.94,4.919,0.077,0.085,26180.66225,16716.42412,16098.46154
"24799","6/22/2017 5:00",17.91,62.98,4.922,0.055,0.1,25417.74834,15709.77131,14343.87692
"24800","6/22/2017 5:10",18.11,61.51,4.916,0.08,0.13,24731.12583,15436.59044,13694.03077
"24801","6/22/2017 5:20",18.16,63.41,4.916,0.044,0.115,24044.50331,15215.80042,13168.24615
"24802","6/22/2017 5:30",18.34,63.31,4.915,0.073,0.13,23828.34437,14968.81497,12884.67692
"24803","6/22/2017 5:40",18.09,64.48,4.919,0.307,0.348,23739.33775,14879.00208,12583.38462
"24804","6/22/2017 5:50",17.9,65.04,4.918,1.51,1.371,23624.90066,14553.43035,12536.12308
"24805","6/22/2017 6:00",18.17,65.41,4.924,4.275,3.654,23307.01987,14452.39085,12577.47692
"24806","6/22/2017 6:10",18.48,66.58,4.919,11.26,7.85,23345.16556,14658.21206,12370.70769
"24807","6/22/2017 6:20",18.99,67.91,4.917,24.52,14.45,23459.60265,14826.61123,12299.81538
"24808","6/22/2017 6:30",19.06,69.65,4.917,54.7,41.98,23485.03311,14624.53222,12335.26154
"24809","6/22/2017 6:40",18.89,69.85,4.918,80.5,73.8,23421.45695,14695.6341,12388.43077
"24810","6/22/2017 6:50",18.7,70.6,4.919,106.5,99.1,23421.45695,14643.24324,12423.87692
"24811","6/22/2017 7:00",18.84,70.2,4.917,135.8,127.1,23446.88742,14856.54886,12376.61538
"24812","6/22/2017 7:10",19.13,70.6,4.914,166.8,156.9,23739.33775,15081.08108,12412.06154
"24813","6/22/2017 7:20",19.2,70.4,4.918,198.4,188,23891.92053,15230.76923,12518.4
"24814","6/22/2017 7:30",19.48,67.81,4.918,230.6,219.6,23955.49669,15241.99584,12559.75385
"24815","6/22/2017 7:40",19.78,66.61,4.918,262.6,252,24464.10596,15212.05821,12630.64615
"24816","6/22/2017 7:50",20.39,64.64,4.917,296.7,286.5,24438.6755,15601.2474,12772.43077
"24817","6/22/2017 8:00",20.83,63.84,4.917,331.4,321.7,25010.86093,16121.41372,12719.26154
"24818","6/22/2017 8:10",21.28,61.74,4.919,363.9,355.1,25443.17881,16289.81289,13050.09231
"24819","6/22/2017 8:20",21.83,60.54,4.92,398.8,390.9,26053.50993,16465.69647,13144.61538
"24820","6/22/2017 8:30",22.3,57.61,4.92,431.3,424.4,26167.94702,16761.33056,13469.53846
"24821","6/22/2017 8:40",22.68,55.74,4.918,462.3,456.4,26409.53642,17030.76923,13611.32308
"24822","6/22/2017 8:50",23.16,53.5,4.92,493,488,27134.30464,17483.57588,13877.16923
"24823","6/22/2017 9:00",23.53,51.77,4.918,522,518.1,28024.37086,17880.24948,14202.09231
"24824","6/22/2017 9:10",23.79,49.1,4.921,550.6,534.1,28545.69536,18325.57173,14343.87692
"24825","6/22/2017 9:20",24.15,48.4,4.919,580.2,434.4,29206.88742,18482.74428,14527.01538
"24826","6/22/2017 9:30",24.33,45.9,4.92,606.2,213.7,29728.21192,18868.19127,14556.55385
"24827","6/22/2017 9:40",24.65,45.9,4.923,630.1,76.7,29982.51656,19047.81705,14733.78462
"24828","6/22/2017 9:50",24.72,44.8,4.919,657.9,48.48,30618.27815,19279.83368,14810.58462
"24829","6/22/2017 10:00",24.88,45.03,4.919,682.6,43.35,31304.90066,19897.2973,15330.46154
"24830","6/22/2017 10:10",25.16,43.16,4.919,704,43.81,32042.38411,20222.86902,15779.44615
"24831","6/22/2017 10:20",25.39,41.76,4.919,730,42.9,32055.09934,20406.23701,16015.75385
"24832","6/22/2017 10:30",25.74,40.76,4.919,755,42.67,32690.86093,20739.29314,16393.84615
"24833","6/22/2017 10:40",26.02,37.89,4.918,778,42.26,33034.17219,20765.48857,16618.33846
"24834","6/22/2017 10:50",26.1,36.82,4.92,794,43.12,33352.05298,20956.34096,16931.44615
"24835","6/22/2017 11:00",26.37,36.92,4.919,810,44.51,33479.2053,21439.08524,17209.10769
"24836","6/22/2017 11:10",26.64,36.12,4.923,827,45.04,33962.38411,21716.00832,17469.04615
"24837","6/22/2017 11:20",26.85,34.79,4.925,844,45.08,34560,21712.26611,17280
"24838","6/22/2017 11:30",27.1,33.99,4.923,857,46.3,34852.45033,22108.93971,17469.04615
"24839","6/22/2017 11:40",27.29,33.62,4.923,869,47.99,35259.33775,22329.72973,17864.86154
"24840","6/22/2017 11:50",27.43,33.46,4.924,879,48.18,35818.80795,22520.58212,18154.33846
"24841","6/22/2017 12:00",27.62,33.89,4.916,884,48.92,35793.37748,22995.842,18337.47692
"24842","6/22/2017 12:10",27.78,33.22,4.92,893,50.77,36009.53642,23018.29522,18296.12308
"24843","6/22/2017 12:20",27.94,32.92,4.919,901,51.81,36365.56291,23051.97505,18632.86154
"24844","6/22/2017 12:30",28.19,32.86,4.918,909,52.08,36874.17219,23134.30353,18780.55385
"24845","6/22/2017 12:40",28.37,32.15,4.916,913,51.73,36975.89404,23048.23285,19070.03077
"24846","6/22/2017 12:50",28.51,32.52,4.925,912,53.95,37103.04636,23066.94387,19448.12308
"24847","6/22/2017 13:00",28.43,33.42,4.918,912,55.05,37192.05298,23164.24116,19613.53846
"24848","6/22/2017 13:10",28.9,32.92,4.921,910,60.67,37179.33775,23403.7422,19554.46154
"24849","6/22/2017 13:20",29.06,33.86,4.916,917,65.63,37255.62914,23523.49272,19589.90769
"24850","6/22/2017 13:30",28.96,34.46,4.919,920,71,37230.19868,23860.29106,19855.75385
"24851","6/22/2017 13:40",28.97,33.79,4.917,931,84.6,37726.09272,24129.72973,20074.33846
"24852","6/22/2017 13:50",28.98,35.02,4.917,926,84,37611.65563,23807.90021,20216.12308
"24853","6/22/2017 14:00",28.92,33.66,4.915,922,75.8,37611.65563,23658.21206,20074.33846
"24854","6/22/2017 14:10",28.84,32.59,4.918,902,59.55,37726.09272,23729.31393,20168.86154
"24855","6/22/2017 14:20",28.93,30.22,4.916,885,51.04,37865.96026,23489.81289,20180.67692
"24856","6/22/2017 14:30",29.32,29.69,4.917,873,46.83,38094.83444,23733.05613,20133.41538
"24857","6/22/2017 14:40",28.83,29.95,4.919,861,46.85,38247.41722,23523.49272,19855.75385
"24858","6/22/2017 14:50",29.2,28.35,4.919,844,46.91,38082.11921,23471.10187,20015.26154
"24859","6/22/2017 15:00",29.21,29.92,4.922,827,46.1,37954.96689,23482.32848,20151.13846
"24860","6/22/2017 15:10",29.08,29.02,4.918,815,44.81,37929.53642,23377.54678,20109.78462
"24861","6/22/2017 15:20",28.91,30.82,4.916,796,45.96,37993.11258,23542.20374,20310.64615
"24862","6/22/2017 15:30",28.82,30.55,4.92,778,45.54,37687.94702,23141.78794,20263.38462
"24863","6/22/2017 15:40",28.74,29.55,4.925,764,44.93,37942.25166,23336.38254,20186.58462
"24864","6/22/2017 15:50",28.59,29.65,4.919,748,43.24,37929.53642,23272.76507,20145.23077
"24865","6/22/2017 16:00",28.53,27.52,4.924,728,42.35,37929.53642,22954.67775,20157.04615
"24866","6/22/2017 16:10",28.29,27.89,4.921,702,41.7,37611.65563,23044.49064,20180.67692
"24867","6/22/2017 16:20",28.38,28.82,4.921,678.9,40.98,37179.33775,22928.48233,20198.4
"24868","6/22/2017 16:30",27.95,29.32,4.921,654.1,40.33,37179.33775,23123.07692,20080.24615
"24869","6/22/2017 16:40",27.96,29.62,4.925,630.2,39.41,37026.75497,22902.2869,20233.84615
"24870","6/22/2017 16:50",27.84,28.62,4.924,605.1,38.02,37319.2053,22977.13098,20405.16923
"24871","6/22/2017 17:00",27.72,28.25,4.926,579.9,36.31,37153.90728,22771.30977,20399.26154
"24872","6/22/2017 17:10",27.59,28.52,4.921,552.6,36.89,37662.51656,22831.18503,20671.01538
"24873","6/22/2017 17:20",27.33,30.09,4.924,525,48.86,37497.21854,22625.36383,20718.27692
"24874","6/22/2017 17:30",26.9,30.95,4.92,496.7,121.3,38043.97351,22771.30977,20818.70769
"24875","6/22/2017 17:40",26.72,32.09,4.923,464.8,322.6,38387.28477,22924.74012,21007.75385
"24876","6/22/2017 17:50",26.64,33.06,4.919,434.1,436.4,38450.86093,22969.64657,21214.52308
"24877","6/22/2017 18:00",26.69,33.89,4.919,401.2,427.2,38578.01325,23104.3659,21397.66154
"24878","6/22/2017 18:10",26.47,35.82,4.917,371,397.2,38781.45695,23598.3368,21539.44615
"24879","6/22/2017 18:20",26.55,36.02,4.919,331.9,354.3,39035.76159,23744.28274,21817.10769
"24880","6/22/2017 18:30",26.68,34.96,4.917,313.3,332.7,39518.9404,24238.25364,22242.46154
"24881","6/22/2017 18:40",26.49,35.89,4.924,284.4,302.3,40078.4106,24687.31809,22803.69231
"24882","6/22/2017 18:50",26.24,35.39,4.918,256.8,272.3,40803.17881,25630.35343,23453.53846
"24883","6/22/2017 19:00",26.07,37.29,4.922,224.3,239.2,42049.27152,26397.5052,24156.55385
"24884","6/22/2017 19:10",25.93,36.99,4.917,188,202.4,43600.5298,27086.07069,25349.90769
"24885","6/22/2017 19:20",25.8,36.99,4.916,159.6,172.6,45698.54305,28414.55301,27163.56923
"24886","6/22/2017 19:30",25.7,36.59,4.917,134.9,146.8,46741.19205,28968.39917,28924.06154
"24887","6/22/2017 19:40",25.63,35.66,4.917,112.9,123.1,47186.22517,28676.50728,29119.01538
"24888","6/22/2017 19:50",25.4,38.09,4.916,90,96,45647.68212,27355.50936,28705.47692
"24889","6/22/2017 20:00",25.24,36.99,4.916,55.3,55.39,45634.96689,27430.35343,28941.78462
"24890","6/22/2017 20:10",24.98,39.16,4.916,37.71,34.95,46525.03311,28059.04366,29361.23077
